flight_ID,scheduled_flt_time,actual_flt_time,BGATE_ID
MF1188,2016/9/12 14:00:00,2016/9/12 14:12:00,B217
MU3605,2016/9/12 14:00:00,2016/9/12 14:12:00,B217
FM9312,2016/9/12 9:30:00,2016/9/12 14:10:00,B228
MU9312,2016/9/12 9:30:00,2016/9/12 14:10:00,B228
VN549,2016/9/12 13:40:00,2016/9/12 14:09:00,A102
OQ2326,2016/9/12 14:00:00,2016/9/12 14:06:00,B09
CZ8126,2016/9/12 14:00:00,2016/9/12 14:06:00,B09
CZ9645,2016/9/12 13:50:00,2016/9/12 14:05:00,B233
MU5232,2016/9/12 13:50:00,2016/9/12 14:05:00,B233
CZ5982,2016/9/12 13:40:00,2016/9/12 14:01:00,B14
3U8736,2016/9/12 13:40:00,2016/9/12 14:01:00,B14
CZ3419,2016/9/12 13:45:00,2016/9/12 13:59:00,B223
MU3540,2016/9/12 13:45:00,2016/9/12 13:59:00,B223
MF1299,2016/9/12 13:45:00,2016/9/12 13:59:00,B223
CZ6788,2016/9/12 13:20:00,2016/9/12 13:52:00,B01
CZ331,2016/9/12 13:35:00,2016/9/12 13:51:00,"A11,B221"
QR8941,2016/9/11 19:25:00,2016/9/12 13:49:00,
CA3371,2016/9/12 13:25:00,2016/9/12 13:47:00,A132
ZH9625,2016/9/12 13:25:00,2016/9/12 13:47:00,A132
KY9625,2016/9/12 13:25:00,2016/9/12 13:47:00,A132
3U8645,2016/9/12 11:55:00,2016/9/12 13:44:00,A110
MF1744,2016/9/12 13:40:00,2016/9/12 13:42:00,B08
CZ3886,2016/9/12 13:40:00,2016/9/12 13:42:00,B08
AF3894,2016/9/12 13:40:00,2016/9/12 13:42:00,B08
MU4475,2016/9/12 13:40:00,2016/9/12 13:42:00,B08
CZ323,2016/9/12 13:30:00,2016/9/12 13:41:00,A121
CZ325,2016/9/12 13:05:00,2016/9/12 13:38:00,A105
AF9738,2016/9/12 13:05:00,2016/9/12 13:38:00,A105
KQ5210,2016/9/12 13:05:00,2016/9/12 13:38:00,A105
QF328,2016/9/12 13:05:00,2016/9/12 13:38:00,A105
FM9318,2016/9/12 13:30:00,2016/9/12 13:38:00,B224
SC4630,2016/9/12 13:20:00,2016/9/12 13:37:00,A127
CA3437,2016/9/12 13:15:00,2016/9/12 13:35:00,A15
KY9552,2016/9/12 13:15:00,2016/9/12 13:35:00,A15
ZH9552,2016/9/12 13:15:00,2016/9/12 13:35:00,A15
KY9611,2016/9/12 13:15:00,2016/9/12 13:33:00,A125
CA3680,2016/9/12 13:15:00,2016/9/12 13:33:00,A125
ZH9611,2016/9/12 13:15:00,2016/9/12 13:33:00,A125
MF1729,2016/9/12 13:10:00,2016/9/12 13:33:00,B901
CZ3871,2016/9/12 13:10:00,2016/9/12 13:33:00,B901
MU3584,2016/9/12 13:10:00,2016/9/12 13:33:00,B901
CZ3715,2016/9/12 12:40:00,2016/9/12 13:30:00,B09
MU3344,2016/9/12 13:10:00,2016/9/12 13:30:00,B04
MF1259,2016/9/12 13:10:00,2016/9/12 13:30:00,B04
AF3891,2016/9/12 13:10:00,2016/9/12 13:30:00,B04
3U3003,2016/9/12 13:10:00,2016/9/12 13:30:00,B04
CZ3377,2016/9/12 13:10:00,2016/9/12 13:30:00,B04
MU3629,2016/9/12 12:40:00,2016/9/12 13:30:00,B09
MF1583,2016/9/12 12:40:00,2016/9/12 13:30:00,B09
MU3521,2016/9/12 13:05:00,2016/9/12 13:28:00,B211
MF1754,2016/9/12 13:05:00,2016/9/12 13:28:00,B211
CZ3896,2016/9/12 13:05:00,2016/9/12 13:28:00,B211
KL4409,2016/9/12 13:15:00,2016/9/12 13:27:00,A104
AF4417,2016/9/12 13:15:00,2016/9/12 13:27:00,A104
QF334,2016/9/12 13:15:00,2016/9/12 13:27:00,A104
CZ381,2016/9/12 13:15:00,2016/9/12 13:27:00,A104
CA1366,2016/9/12 12:30:00,2016/9/12 13:25:00,A131
ZH1366,2016/9/12 12:30:00,2016/9/12 13:25:00,A131
9C8932,2016/9/12 13:10:00,2016/9/12 13:23:00,A17
KY9623,2016/9/12 12:20:00,2016/9/12 13:22:00,A133
CA3667,2016/9/12 12:20:00,2016/9/12 13:22:00,A133
ZH9623,2016/9/12 12:20:00,2016/9/12 13:22:00,A133
QF330,2016/9/12 13:00:00,2016/9/12 13:20:00,A103
KQ5216,2016/9/12 13:00:00,2016/9/12 13:20:00,A103
AF9722,2016/9/12 13:00:00,2016/9/12 13:20:00,A103
CZ321,2016/9/12 13:00:00,2016/9/12 13:20:00,A103
KL4341,2016/9/12 13:00:00,2016/9/12 13:20:00,A103
MU3367,2016/9/12 11:35:00,2016/9/12 13:20:00,B209
MF1492,2016/9/12 11:35:00,2016/9/12 13:20:00,B209
CZ3608,2016/9/12 11:35:00,2016/9/12 13:20:00,B209
MU3111,2016/9/12 13:00:00,2016/9/12 13:17:00,B205
MF1009,2016/9/12 13:00:00,2016/9/12 13:17:00,B205
KL4453,2016/9/12 13:00:00,2016/9/12 13:17:00,B205
CZ3107,2016/9/12 13:00:00,2016/9/12 13:17:00,B205
CA1866,2016/9/12 13:00:00,2016/9/12 13:15:00,A129
ZH1866,2016/9/12 13:00:00,2016/9/12 13:15:00,A129
HU7322,2016/9/12 11:25:00,2016/9/12 13:14:00,B225
TG679,2016/9/12 13:00:00,2016/9/12 13:12:00,A109
CZ6468,2016/9/12 13:05:00,2016/9/12 13:12:00,B210
PG4836,2016/9/12 13:00:00,2016/9/12 13:12:00,A109
3U3025,2016/9/12 12:55:00,2016/9/12 13:10:00,B02
CZ3439,2016/9/12 12:55:00,2016/9/12 13:10:00,B02
MF4043,2016/9/12 12:00:00,2016/9/12 13:08:00,B906
CZ3317,2016/9/12 12:00:00,2016/9/12 13:08:00,B906
MU4519,2016/9/12 12:00:00,2016/9/12 13:08:00,B906
CF9035,2016/9/12 13:10:00,2016/9/12 13:08:00,
ZH9577,2016/9/12 11:05:00,2016/9/12 13:07:00,A126
KY9577,2016/9/12 11:05:00,2016/9/12 13:07:00,A126
CA3803,2016/9/12 11:05:00,2016/9/12 13:07:00,A126
MF8326,2016/9/12 12:55:00,2016/9/12 13:06:00,B215
CZ5232,2016/9/12 12:55:00,2016/9/12 13:06:00,B215
CZ3077,2016/9/12 12:55:00,2016/9/12 13:04:00,A114
AF3892,2016/9/12 12:50:00,2016/9/12 13:00:00,"A01,B08"
CZ3082,2016/9/12 12:50:00,2016/9/12 13:00:00,"A01,B08"
SC4304,2016/9/12 12:25:00,2016/9/12 12:55:00,A128
CA4304,2016/9/12 12:25:00,2016/9/12 12:55:00,A128
ZH4304,2016/9/12 12:25:00,2016/9/12 12:55:00,A128
MU4441,2016/9/12 12:50:00,2016/9/12 12:51:00,B03
MF1109,2016/9/12 12:50:00,2016/9/12 12:51:00,B03
CZ3215,2016/9/12 12:50:00,2016/9/12 12:51:00,B03
CA4676,2016/9/12 12:15:00,2016/9/12 12:47:00,A130
SC4676,2016/9/12 12:15:00,2016/9/12 12:47:00,A130
MU3634,2016/9/12 12:30:00,2016/9/12 12:43:00,B07
CZ6750,2016/9/12 12:30:00,2016/9/12 12:43:00,B07
MF4386,2016/9/12 12:30:00,2016/9/12 12:43:00,B07
FM9316,2016/9/12 12:30:00,2016/9/12 12:42:00,B234
MU2306,2016/9/12 11:50:00,2016/9/12 12:41:00,B228
CZ9599,2016/9/12 11:50:00,2016/9/12 12:41:00,B228
MU3568,2016/9/12 12:20:00,2016/9/12 12:39:00,B903
MF1221,2016/9/12 12:20:00,2016/9/12 12:39:00,B903
CZ3337,2016/9/12 12:20:00,2016/9/12 12:39:00,B903
MU3472,2016/9/12 12:30:00,2016/9/12 12:38:00,B202
MF4405,2016/9/12 12:30:00,2016/9/12 12:38:00,B202
CZ6774,2016/9/12 12:30:00,2016/9/12 12:38:00,B202
CZ367,2016/9/12 12:15:00,2016/9/12 12:35:00,A108
VN3501,2016/9/12 12:15:00,2016/9/12 12:35:00,A108
CZ3388,2016/9/12 12:20:00,2016/9/12 12:34:00,B901
AF3413,2016/9/12 12:20:00,2016/9/12 12:34:00,B901
MU9356,2016/9/12 12:10:00,2016/9/12 12:33:00,B227
FM9356,2016/9/12 12:10:00,2016/9/12 12:33:00,B227
CZ361,2016/9/12 12:10:00,2016/9/12 12:32:00,A122
MF9013,2016/9/12 12:10:00,2016/9/12 12:32:00,A122
AF3410,2016/9/12 12:10:00,2016/9/12 12:30:00,B212
MU5218,2016/9/12 12:15:00,2016/9/12 12:30:00,B13
CZ9678,2016/9/12 12:15:00,2016/9/12 12:30:00,B13
MF4014,2016/9/12 12:10:00,2016/9/12 12:30:00,B212
MU3676,2016/9/12 12:10:00,2016/9/12 12:30:00,B212
CZ6302,2016/9/12 12:10:00,2016/9/12 12:30:00,B212
MF1679,2016/9/12 12:05:00,2016/9/12 12:28:00,B03
MU3484,2016/9/12 12:05:00,2016/9/12 12:28:00,B03
CZ3819,2016/9/12 12:05:00,2016/9/12 12:28:00,B03
MU2547,2016/9/12 12:05:00,2016/9/12 12:25:00,B235
MU4455,2016/9/12 12:05:00,2016/9/12 12:23:00,B908
QF3629,2016/9/12 12:05:00,2016/9/12 12:23:00,B908
CZ3805,2016/9/12 12:05:00,2016/9/12 12:23:00,B908
MF1665,2016/9/12 12:05:00,2016/9/12 12:23:00,B908
AF4614,2016/9/12 12:05:00,2016/9/12 12:23:00,B908
MU3653,2016/9/12 12:00:00,2016/9/12 12:20:00,B208
MF1479,2016/9/12 12:00:00,2016/9/12 12:20:00,B208
CZ3595,2016/9/12 12:00:00,2016/9/12 12:20:00,B208
CZ3161,2016/9/12 12:00:00,2016/9/12 12:18:00,B203
MU3099,2016/9/12 12:00:00,2016/9/12 12:18:00,B203
MF1061,2016/9/12 12:00:00,2016/9/12 12:18:00,B203
KY9187,2016/9/12 11:40:00,2016/9/12 12:17:00,A16
ZH9187,2016/9/12 11:40:00,2016/9/12 12:17:00,A16
CA3391,2016/9/12 11:40:00,2016/9/12 12:17:00,A16
SC1172,2016/9/12 12:10:00,2016/9/12 12:15:00,A132
CA1172,2016/9/12 12:10:00,2016/9/12 12:15:00,A132
CZ3067,2016/9/12 12:00:00,2016/9/12 12:14:00,A101
MU5320,2016/9/12 11:55:00,2016/9/12 12:09:00,B233
HU7858,2016/9/12 11:55:00,2016/9/12 12:06:00,B225
CZ3207,2016/9/12 11:50:00,2016/9/12 11:57:00,B214
MU4418,2016/9/12 11:05:00,2016/9/12 11:54:00,B213
QF3627,2016/9/12 11:05:00,2016/9/12 11:54:00,B213
CZ3647,2016/9/12 11:40:00,2016/9/12 11:54:00,B07
AF3412,2016/9/12 11:40:00,2016/9/12 11:54:00,B07
MF1525,2016/9/12 11:40:00,2016/9/12 11:54:00,B07
MU3418,2016/9/12 11:40:00,2016/9/12 11:54:00,B07
QF3621,2016/9/12 11:40:00,2016/9/12 11:54:00,B07
CZ6884,2016/9/12 11:05:00,2016/9/12 11:54:00,B213
MF4506,2016/9/12 11:05:00,2016/9/12 11:54:00,B213
HU7202,2016/9/12 11:30:00,2016/9/12 11:52:00,B226
MU9314,2016/9/12 11:30:00,2016/9/12 11:44:00,B231
FM9314,2016/9/12 11:30:00,2016/9/12 11:44:00,B231
MF8382,2016/9/12 11:20:00,2016/9/12 11:42:00,B04
CZ5284,2016/9/12 11:20:00,2016/9/12 11:42:00,B04
MU4401,2016/9/12 11:35:00,2016/9/12 11:42:00,B217
MF1777,2016/9/12 11:35:00,2016/9/12 11:42:00,B217
CZ3921,2016/9/12 11:35:00,2016/9/12 11:42:00,B217
CZ3485,2016/9/12 11:20:00,2016/9/12 11:41:00,B901
3U3027,2016/9/12 11:20:00,2016/9/12 11:41:00,B901
MU4518,2016/9/12 11:20:00,2016/9/12 11:41:00,B901
MF1365,2016/9/12 11:20:00,2016/9/12 11:41:00,B901
AF9730,2016/9/12 11:20:00,2016/9/12 11:41:00,B901
CZ3627,2016/9/12 11:35:00,2016/9/12 11:39:00,B10
MU3508,2016/9/12 11:35:00,2016/9/12 11:39:00,B10
MF1511,2016/9/12 11:35:00,2016/9/12 11:39:00,B10
CZ6792,2016/9/12 11:30:00,2016/9/12 11:38:00,B223
ZH1302,2016/9/12 11:30:00,2016/9/12 11:36:00,A127
CA1302,2016/9/12 11:30:00,2016/9/12 11:36:00,A127
CZ6738,2016/9/12 11:25:00,2016/9/12 11:35:00,B02
MU3642,2016/9/12 11:25:00,2016/9/12 11:35:00,B02
MF4378,2016/9/12 11:25:00,2016/9/12 11:35:00,B02
CZ6852,2016/9/12 11:10:00,2016/9/12 11:33:00,B211
MU3281,2016/9/12 11:10:00,2016/9/12 11:33:00,B211
MF4474,2016/9/12 11:10:00,2016/9/12 11:33:00,B211
MU4496,2016/9/12 11:15:00,2016/9/12 11:32:00,B908
MF1205,2016/9/12 11:15:00,2016/9/12 11:32:00,B908
AF3431,2016/9/12 11:15:00,2016/9/12 11:32:00,B908
CZ3321,2016/9/12 11:15:00,2016/9/12 11:32:00,B908
CZ3311,2016/9/12 11:15:00,2016/9/12 11:30:00,B904
MU4472,2016/9/12 11:15:00,2016/9/12 11:30:00,B904
MF1201,2016/9/12 11:15:00,2016/9/12 11:30:00,B904
AF3435,2016/9/12 11:15:00,2016/9/12 11:30:00,B904
CA4342,2016/9/12 11:10:00,2016/9/12 11:29:00,A131
ZH4342,2016/9/12 11:10:00,2016/9/12 11:29:00,A131
SC4342,2016/9/12 11:10:00,2016/9/12 11:29:00,A131
CA1388,2016/9/12 11:10:00,2016/9/12 11:27:00,A17
ZH1388,2016/9/12 11:10:00,2016/9/12 11:27:00,A17
SC1388,2016/9/12 11:10:00,2016/9/12 11:27:00,A17
ZH9645,2016/9/12 11:15:00,2016/9/12 11:26:00,A126
NH6603,2016/9/12 11:15:00,2016/9/12 11:26:00,A126
KY9645,2016/9/12 11:15:00,2016/9/12 11:26:00,A126
CA3385,2016/9/12 11:15:00,2016/9/12 11:26:00,A126
CZ3427,2016/9/12 10:55:00,2016/9/12 11:23:00,B03
MU3334,2016/9/12 10:55:00,2016/9/12 11:23:00,B03
MF1307,2016/9/12 10:55:00,2016/9/12 11:23:00,B03
3U3013,2016/9/12 10:55:00,2016/9/12 11:23:00,B03
CZ3623,2016/9/12 11:05:00,2016/9/12 11:21:00,B08
MU3456,2016/9/12 11:05:00,2016/9/12 11:21:00,B08
MF1507,2016/9/12 11:05:00,2016/9/12 11:21:00,B08
CZ6296,2016/9/12 11:05:00,2016/9/12 11:20:00,B01
MU3435,2016/9/12 11:05:00,2016/9/12 11:20:00,B01
MF4010,2016/9/12 11:05:00,2016/9/12 11:20:00,B01
MU5260,2016/9/12 10:55:00,2016/9/12 11:18:00,B232
MF9057,2016/9/12 11:10:00,2016/9/12 11:18:00,A01
CZ3005,2016/9/12 11:10:00,2016/9/12 11:18:00,A01
CZ9664,2016/9/12 10:55:00,2016/9/12 11:18:00,B232
ZH9605,2016/9/12 10:50:00,2016/9/12 11:15:00,A18
KY9605,2016/9/12 10:50:00,2016/9/12 11:15:00,A18
CA3698,2016/9/12 10:50:00,2016/9/12 11:15:00,A18
CZ383,2016/9/12 11:00:00,2016/9/12 11:13:00,A02
ZH1328,2016/9/12 10:25:00,2016/9/12 11:13:00,A129
CA1328,2016/9/12 10:25:00,2016/9/12 11:13:00,A129
KQ5207,2016/9/12 11:00:00,2016/9/12 11:13:00,A02
GS7271,2016/9/12 10:55:00,2016/9/12 11:10:00,B234
HU7271,2016/9/12 10:55:00,2016/9/12 11:10:00,B234
MU3659,2016/9/12 11:00:00,2016/9/12 11:06:00,B219
CZ359,2016/9/12 10:50:00,2016/9/12 11:06:00,A05
MF1427,2016/9/12 11:00:00,2016/9/12 11:06:00,B219
CZ3547,2016/9/12 11:00:00,2016/9/12 11:06:00,B219
CZ3105,2016/9/12 11:00:00,2016/9/12 11:04:00,B210
MU3113,2016/9/12 11:00:00,2016/9/12 11:04:00,B210
MF1007,2016/9/12 11:00:00,2016/9/12 11:04:00,B210
CZ8669,2016/9/12 10:50:00,2016/9/12 11:03:00,B902
ZH1726,2016/9/12 10:45:00,2016/9/12 11:01:00,A125
CA1726,2016/9/12 10:45:00,2016/9/12 11:01:00,A125
CA4352,2016/9/12 10:40:00,2016/9/12 11:00:00,A124
ZH4352,2016/9/12 10:40:00,2016/9/12 11:00:00,A124
SC4352,2016/9/12 10:40:00,2016/9/12 11:00:00,A124
MU3576,2016/9/12 10:50:00,2016/9/12 10:58:00,B906
CZ3545,2016/9/12 10:50:00,2016/9/12 10:58:00,B906
MF1425,2016/9/12 10:50:00,2016/9/12 10:58:00,B906
CZ3801,2016/9/12 10:45:00,2016/9/12 10:55:00,B10
AF9728,2016/9/12 10:45:00,2016/9/12 10:55:00,B10
MF1661,2016/9/12 10:45:00,2016/9/12 10:55:00,B10
MU3488,2016/9/12 10:45:00,2016/9/12 10:55:00,B10
CZ351,2016/9/12 10:25:00,2016/9/12 10:53:00,A119
KY9675,2016/9/12 10:35:00,2016/9/12 10:53:00,A16
CA3700,2016/9/12 10:35:00,2016/9/12 10:53:00,A16
ZH9675,2016/9/12 10:35:00,2016/9/12 10:53:00,A16
ZH4334,2016/9/12 10:30:00,2016/9/12 10:52:00,A13
CA4334,2016/9/12 10:30:00,2016/9/12 10:52:00,A13
MF1645,2016/9/12 10:40:00,2016/9/12 10:50:00,B07
CZ3779,2016/9/12 10:40:00,2016/9/12 10:50:00,B07
MU3617,2016/9/12 10:40:00,2016/9/12 10:50:00,B07
MU4437,2016/9/12 10:30:00,2016/9/12 10:48:00,B202
MF1113,2016/9/12 10:30:00,2016/9/12 10:48:00,B202
KL4311,2016/9/12 10:30:00,2016/9/12 10:48:00,B202
CZ3219,2016/9/12 10:30:00,2016/9/12 10:48:00,B202
MU3590,2016/9/12 10:20:00,2016/9/12 10:48:00,B01
CZ3697,2016/9/12 10:20:00,2016/9/12 10:48:00,B01
AF4620,2016/9/12 10:20:00,2016/9/12 10:48:00,B01
MF1567,2016/9/12 10:20:00,2016/9/12 10:48:00,B01
CZ5254,2016/9/12 10:40:00,2016/9/12 10:46:00,B209
MF8348,2016/9/12 10:40:00,2016/9/12 10:46:00,B209
MU3324,2016/9/12 10:30:00,2016/9/12 10:44:00,B205
MF1121,2016/9/12 10:30:00,2016/9/12 10:44:00,B205
CZ3229,2016/9/12 10:30:00,2016/9/12 10:44:00,B205
ZH9627,2016/9/12 10:25:00,2016/9/12 10:42:00,A15
KY9627,2016/9/12 10:25:00,2016/9/12 10:42:00,A15
CA3403,2016/9/12 10:25:00,2016/9/12 10:42:00,A15
MU2808,2016/9/12 9:35:00,2016/9/12 10:41:00,B228
CZ9643,2016/9/12 9:35:00,2016/9/12 10:41:00,B228
MU5318,2016/9/12 10:30:00,2016/9/12 10:37:00,B233
CZ9623,2016/9/12 10:30:00,2016/9/12 10:37:00,B233
MU3536,2016/9/12 10:35:00,2016/9/12 10:32:00,B215
MF1369,2016/9/12 10:35:00,2016/9/12 10:32:00,B215
AF4612,2016/9/12 10:35:00,2016/9/12 10:32:00,B215
CZ3489,2016/9/12 10:35:00,2016/9/12 10:32:00,B215
MU5216,2016/9/12 9:55:00,2016/9/12 10:30:00,B229
CZ9676,2016/9/12 9:55:00,2016/9/12 10:30:00,B229
CZ3396,2016/9/12 10:20:00,2016/9/12 10:27:00,B207
MF1276,2016/9/12 10:20:00,2016/9/12 10:27:00,B207
MU4503,2016/9/12 10:20:00,2016/9/12 10:27:00,B207
MU2475,2016/9/12 10:10:00,2016/9/12 10:25:00,B225
CZ6262,2016/9/12 8:40:00,2016/9/12 10:23:00,B208
MU4466,2016/9/12 8:40:00,2016/9/12 10:23:00,B208
MF1984,2016/9/12 8:40:00,2016/9/12 10:23:00,B208
KL4332,2016/9/12 10:15:00,2016/9/12 10:22:00,B212
MF4417,2016/9/12 10:15:00,2016/9/12 10:22:00,B212
MU3462,2016/9/12 10:15:00,2016/9/12 10:22:00,B212
CZ6786,2016/9/12 10:15:00,2016/9/12 10:22:00,B212
AF3429,2016/9/12 10:15:00,2016/9/12 10:22:00,B212
MU3107,2016/9/12 10:00:00,2016/9/12 10:20:00,B220
MF1013,2016/9/12 10:00:00,2016/9/12 10:20:00,B220
CZ3483,2016/9/12 9:55:00,2016/9/12 10:20:00,B204
3U3019,2016/9/12 9:55:00,2016/9/12 10:20:00,B204
MF1363,2016/9/12 9:55:00,2016/9/12 10:20:00,B204
MU3330,2016/9/12 9:55:00,2016/9/12 10:20:00,B204
CZ3111,2016/9/12 10:00:00,2016/9/12 10:20:00,B220
CZ8470,2016/9/12 8:40:00,2016/9/12 10:18:00,B04
KY9764,2016/9/12 10:00:00,2016/9/12 10:17:00,A131
CA3854,2016/9/12 10:00:00,2016/9/12 10:17:00,A131
ZH9764,2016/9/12 10:00:00,2016/9/12 10:17:00,A131
OQ2340,2016/9/12 10:05:00,2016/9/12 10:16:00,B02
CZ8140,2016/9/12 10:05:00,2016/9/12 10:16:00,B02
MF1228,2016/9/12 10:05:00,2016/9/12 10:15:00,B214
CZ3344,2016/9/12 10:05:00,2016/9/12 10:15:00,B214
MU4434,2016/9/12 10:05:00,2016/9/12 10:15:00,B214
CZ9670,2016/9/12 9:55:00,2016/9/12 10:14:00,B227
MU5226,2016/9/12 9:55:00,2016/9/12 10:14:00,B227
KY9687,2016/9/12 10:05:00,2016/9/12 10:11:00,A133
ZH9687,2016/9/12 10:05:00,2016/9/12 10:11:00,A133
CA3893,2016/9/12 10:05:00,2016/9/12 10:11:00,A133
HU7221,2016/9/12 9:55:00,2016/9/12 10:08:00,B235
HU7113,2016/9/12 9:50:00,2016/9/12 10:06:00,B226
CA4302,2016/9/12 9:30:00,2016/9/12 10:06:00,A13
ZH4302,2016/9/12 9:30:00,2016/9/12 10:06:00,A13
CZ3809,2016/9/12 10:00:00,2016/9/12 10:02:00,B08
MF1669,2016/9/12 10:00:00,2016/9/12 10:02:00,B08
MU4405,2016/9/12 10:00:00,2016/9/12 10:02:00,B08
9C8900,2016/9/12 9:50:00,2016/9/12 9:59:00,A127
MU3582,2016/9/12 9:45:00,2016/9/12 9:51:00,B03
MF1309,2016/9/12 9:45:00,2016/9/12 9:51:00,B03
CZ3429,2016/9/12 9:45:00,2016/9/12 9:51:00,B03
MF4036,2016/9/12 9:05:00,2016/9/12 9:49:00,B223
MU3363,2016/9/12 9:05:00,2016/9/12 9:49:00,B223
CZ6324,2016/9/12 9:05:00,2016/9/12 9:49:00,B223
CZ4802,2016/9/12 9:30:00,2016/9/12 9:49:00,A109
CI522,2016/9/12 9:30:00,2016/9/12 9:49:00,A109
CZ8393,2016/9/12 9:40:00,2016/9/12 9:46:00,A121
MU3512,2016/9/12 9:25:00,2016/9/12 9:42:00,B203
MU5734,2016/9/12 9:40:00,2016/9/12 9:42:00,B224
CZ3707,2016/9/12 9:25:00,2016/9/12 9:42:00,B203
MF1577,2016/9/12 9:25:00,2016/9/12 9:42:00,B203
CZ9649,2016/9/12 9:40:00,2016/9/12 9:42:00,B224
CZ3817,2016/9/12 9:15:00,2016/9/12 9:40:00,B210
MU3498,2016/9/12 9:15:00,2016/9/12 9:40:00,B210
MF1677,2016/9/12 9:15:00,2016/9/12 9:40:00,B210
CA1340,2016/9/12 8:30:00,2016/9/12 9:37:00,A132
SC1340,2016/9/12 8:30:00,2016/9/12 9:37:00,A132
ZH1340,2016/9/12 8:30:00,2016/9/12 9:37:00,A132
CZ5980,2016/9/12 9:05:00,2016/9/12 9:37:00,B231
3U8734,2016/9/12 9:05:00,2016/9/12 9:37:00,B231
KY9621,2016/9/12 9:10:00,2016/9/12 9:35:00,A17
ZH9621,2016/9/12 9:10:00,2016/9/12 9:35:00,A17
CA3413,2016/9/12 9:10:00,2016/9/12 9:35:00,A17
CZ6980,2016/9/12 9:20:00,2016/9/12 9:34:00,B217
MF4602,2016/9/12 9:20:00,2016/9/12 9:34:00,B217
MU4412,2016/9/12 9:20:00,2016/9/12 9:34:00,B217
YTB99999,2016/9/12 3:00:00,2016/9/12 9:31:00,
CZ5290,2016/9/12 9:15:00,2016/9/12 9:31:00,B213
MF8392,2016/9/12 9:15:00,2016/9/12 9:31:00,B213
CZ365,2016/9/12 9:10:00,2016/9/12 9:28:00,A101
MF9043,2016/9/12 9:10:00,2016/9/12 9:28:00,A101
ZH1316,2016/9/12 7:30:00,2016/9/12 9:27:00,A128
CA1316,2016/9/12 7:30:00,2016/9/12 9:27:00,A128
MF1159,2016/9/12 9:10:00,2016/9/12 9:25:00,B904
MU4468,2016/9/12 9:10:00,2016/9/12 9:25:00,B904
CZ3267,2016/9/12 9:10:00,2016/9/12 9:25:00,B904
MF9005,2016/9/12 9:15:00,2016/9/12 9:24:00,A118
CZ395,2016/9/12 9:15:00,2016/9/12 9:24:00,A118
CZ3113,2016/9/12 9:00:00,2016/9/12 9:23:00,B205
MU3105,2016/9/12 9:00:00,2016/9/12 9:23:00,B205
MF1015,2016/9/12 9:00:00,2016/9/12 9:23:00,B205
MF1573,2016/9/12 9:00:00,2016/9/12 9:20:00,B02
MU3687,2016/9/12 9:00:00,2016/9/12 9:20:00,B02
CZ3703,2016/9/12 9:00:00,2016/9/12 9:20:00,B02
CZ387,2016/9/12 8:50:00,2016/9/12 9:19:00,A111
GA9989,2016/9/12 8:50:00,2016/9/12 9:19:00,A111
MF9055,2016/9/12 8:50:00,2016/9/12 9:19:00,A111
ZH1722,2016/9/12 9:05:00,2016/9/12 9:16:00,A130
CA1722,2016/9/12 9:05:00,2016/9/12 9:16:00,A130
MU3476,2016/9/12 8:50:00,2016/9/12 9:14:00,B03
MF1189,2016/9/12 8:50:00,2016/9/12 9:14:00,B03
CZ3299,2016/9/12 8:50:00,2016/9/12 9:14:00,B03
SC8232,2016/9/12 8:50:00,2016/9/12 9:10:00,A125
ZH8232,2016/9/12 8:50:00,2016/9/12 9:10:00,A125
CA8232,2016/9/12 8:50:00,2016/9/12 9:10:00,A125
CZ3581,2016/9/12 9:00:00,2016/9/12 9:08:00,B01
CZ4707,2016/9/12 8:20:00,2016/9/12 9:07:00,A107
VN507,2016/9/12 8:20:00,2016/9/12 9:07:00,A107
MU5238,2016/9/12 8:55:00,2016/9/12 9:04:00,B228
CZ9639,2016/9/12 8:55:00,2016/9/12 9:04:00,B228
MF1149,2016/9/12 8:50:00,2016/9/12 9:02:00,B04
CZ3257,2016/9/12 8:50:00,2016/9/12 9:02:00,B04
MU4465,2016/9/12 8:50:00,2016/9/12 9:02:00,B04
CZ3063,2016/9/12 8:55:00,2016/9/12 9:01:00,A123
HU7169,2016/9/12 8:40:00,2016/9/12 8:59:00,B226
CZ3917,2016/9/12 8:35:00,2016/9/12 8:57:00,B02
MF1773,2016/9/12 8:35:00,2016/9/12 8:57:00,B02
MU4425,2016/9/12 8:35:00,2016/9/12 8:57:00,B02
MU3482,2016/9/12 8:45:00,2016/9/12 8:54:00,B902
MF1689,2016/9/12 8:45:00,2016/9/12 8:54:00,B902
CZ3829,2016/9/12 8:45:00,2016/9/12 8:54:00,B902
HU7808,2016/9/12 8:25:00,2016/9/12 8:51:00,B229
CA4350,2016/9/12 8:45:00,2016/9/12 8:50:00,A124
SC4350,2016/9/12 8:45:00,2016/9/12 8:50:00,A124
ZH4350,2016/9/12 8:45:00,2016/9/12 8:50:00,A124
MU5314,2016/9/12 8:30:00,2016/9/12 8:48:00,B227
MU5286,2016/9/12 8:45:00,2016/9/12 8:47:00,B232
CZ3928,2016/9/12 8:35:00,2016/9/12 8:46:00,B219
MF1784,2016/9/12 8:35:00,2016/9/12 8:46:00,B219
MU3517,2016/9/12 8:35:00,2016/9/12 8:46:00,B219
ZH1829,2016/9/12 8:30:00,2016/9/12 8:43:00,A16
